"","Year","State","CoC.Number","CoC.Name","Measures","Count"
"11611",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Sheltered Homeless Individuals",204
"11612",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Sheltered Homeless People in Families",44
"11613",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Sheltered Homeless Unaccompanied Children (Under 18)",9
"11614",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",22
"11615",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Sheltered Homeless Unaccompanied Youth (Under 25)",31
"11616",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Sheltered Homeless Veterans",2
"11617",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Sheltered Parenting Youth (Under 25)",2
"11618",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Sheltered Parenting Youth Age 18-24",2
"11619",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Sheltered Parenting Youth Under 18",0
"11620",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Total Homeless",276
"11621",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Unsheltered Children of Parenting Youth",0
"11622",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Unsheltered Chronically Homeless",0
"11623",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Unsheltered Chronically Homeless Individuals",0
"11624",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Unsheltered Chronically Homeless People in Families",0
"11625",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Unsheltered Homeless",28
"11626",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Unsheltered Homeless Individuals",22
"11627",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Unsheltered Homeless People in Families",6
"11628",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"11629",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",2
"11630",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Unsheltered Homeless Unaccompanied Youth (Under 25)",2
"11631",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Unsheltered Homeless Veterans",0
"11632",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Unsheltered Parenting Youth (Under 25)",0
"11633",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Unsheltered Parenting Youth Age 18-24",0
"11634",2016-01-01,"New York","NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","Unsheltered Parenting Youth Under 18",0
"11635",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Children of Parenting Youth",8
"11636",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Chronically Homeless",19
"11637",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Chronically Homeless Individuals",13
"11638",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Chronically Homeless People in Families",6
"11639",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Homeless Individuals",85
"11640",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Homeless People in Families",94
"11641",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Homeless Unaccompanied Children (Under 18)",1
"11642",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Homeless Unaccompanied Young Adults (Age 18-24)",19
"11643",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Homeless Unaccompanied Youth (Under 25)",20
"11644",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Homeless Veterans",3
"11645",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Parenting Youth (Under 25)",8
"11646",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Parenting Youth Age 18-24",8
"11647",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Parenting Youth Under 18",0
"11648",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Sheltered Children of Parenting Youth",8
"11649",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Sheltered Chronically Homeless",18
"11650",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Sheltered Chronically Homeless Individuals",12
"11651",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Sheltered Chronically Homeless People in Families",6
"11652",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Sheltered Homeless",167
"11653",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Sheltered Homeless Individuals",73
"11654",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Sheltered Homeless People in Families",94
"11655",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Sheltered Homeless Unaccompanied Children (Under 18)",0
"11656",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",19
"11657",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",19
"11658",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Sheltered Homeless Veterans",3
"11659",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Sheltered Parenting Youth (Under 25)",8
"11660",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Sheltered Parenting Youth Age 18-24",8
"11661",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Sheltered Parenting Youth Under 18",0
"11662",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Total Homeless",179
"11663",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Unsheltered Children of Parenting Youth",0
"11664",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Unsheltered Chronically Homeless",1
"11665",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Unsheltered Chronically Homeless Individuals",1
"11666",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Unsheltered Chronically Homeless People in Families",0
"11667",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Unsheltered Homeless",12
"11668",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Unsheltered Homeless Individuals",12
"11669",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Unsheltered Homeless People in Families",0
"11670",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",1
"11671",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",0
"11672",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",1
"11673",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Unsheltered Homeless Veterans",0
"11674",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Unsheltered Parenting Youth (Under 25)",0
"11675",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Unsheltered Parenting Youth Age 18-24",0
"11676",2016-01-01,"New York","NY-512","Troy/Rensselaer County CoC","Unsheltered Parenting Youth Under 18",0
"11677",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Children of Parenting Youth",2
"11678",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Chronically Homeless",33
"11679",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Chronically Homeless Individuals",18
"11680",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Chronically Homeless People in Families",15
"11681",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Homeless Individuals",34
"11682",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Homeless People in Families",24
"11683",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Homeless Unaccompanied Children (Under 18)",4
"11684",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Homeless Unaccompanied Young Adults (Age 18-24)",5
"11685",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Homeless Unaccompanied Youth (Under 25)",9
"11686",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Homeless Veterans",1
"11687",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Parenting Youth (Under 25)",2
"11688",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Parenting Youth Age 18-24",2
"11689",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Parenting Youth Under 18",0
"11690",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Sheltered Children of Parenting Youth",2
"11691",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Sheltered Chronically Homeless",33
"11692",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Sheltered Chronically Homeless Individuals",18
"11693",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Sheltered Chronically Homeless People in Families",15
"11694",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Sheltered Homeless",58
"11695",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Sheltered Homeless Individuals",34
"11696",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Sheltered Homeless People in Families",24
"11697",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Sheltered Homeless Unaccompanied Children (Under 18)",4
"11698",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",5
"11699",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",9
"11700",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Sheltered Homeless Veterans",1
"11701",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Sheltered Parenting Youth (Under 25)",2
"11702",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Sheltered Parenting Youth Age 18-24",2
"11703",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Sheltered Parenting Youth Under 18",0
"11704",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Total Homeless",58
"11705",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Unsheltered Children of Parenting Youth",0
"11706",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Unsheltered Chronically Homeless",0
"11707",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Unsheltered Chronically Homeless Individuals",0
"11708",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Unsheltered Chronically Homeless People in Families",0
"11709",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Unsheltered Homeless",0
"11710",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Unsheltered Homeless Individuals",0
"11711",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Unsheltered Homeless People in Families",0
"11712",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"11713",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",0
"11714",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",0
"11715",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Unsheltered Homeless Veterans",0
"11716",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Unsheltered Parenting Youth (Under 25)",0
"11717",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Unsheltered Parenting Youth Age 18-24",0
"11718",2016-01-01,"New York","NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","Unsheltered Parenting Youth Under 18",0
"11719",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Children of Parenting Youth",1
"11720",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Chronically Homeless",0
"11721",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Chronically Homeless Individuals",0
"11722",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Chronically Homeless People in Families",0
"11723",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Homeless Individuals",16
"11724",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Homeless People in Families",7
"11725",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Homeless Unaccompanied Children (Under 18)",1
"11726",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Homeless Unaccompanied Young Adults (Age 18-24)",8
"11727",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Homeless Unaccompanied Youth (Under 25)",9
"11728",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Homeless Veterans",0
"11729",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Parenting Youth (Under 25)",1
"11730",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Parenting Youth Age 18-24",1
"11731",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Parenting Youth Under 18",0
"11732",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Sheltered Children of Parenting Youth",1
"11733",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Sheltered Chronically Homeless",0
"11734",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Sheltered Chronically Homeless Individuals",0
"11735",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Sheltered Chronically Homeless People in Families",0
"11736",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Sheltered Homeless",23
"11737",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Sheltered Homeless Individuals",16
"11738",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Sheltered Homeless People in Families",7
"11739",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Sheltered Homeless Unaccompanied Children (Under 18)",1
"11740",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",8
"11741",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",9
"11742",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Sheltered Homeless Veterans",0
"11743",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Sheltered Parenting Youth (Under 25)",1
"11744",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Sheltered Parenting Youth Age 18-24",1
"11745",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Sheltered Parenting Youth Under 18",0
"11746",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Total Homeless",23
"11747",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Unsheltered Children of Parenting Youth",0
"11748",2016-01-01,"New York","NY-514","Jamestown/Dunkirk/Chautauqua County CoC","Unsheltered Chronically Homeless",0
